species_id	count_reads	coverage	relative_abundance	sample	kingdom	phylum	class	order	family	genus	species
Bifidobacterium_longum_57796	3	0.064177259887	0.00425517918469	XCB_001	Bacteria	Actinobacteria	Actinobacteridae	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium longum subsp. infantis
Clostridiales_bacterium_43336	3	0.0671385671386	0.00445152432312	XCB_001	Bacteria	Firmicutes	Clostridia	Clostridiales			Clostridiales bacterium VE202-16
Blautia_producta_61268	2	0.0456007015493	0.00302348770236	XCB_001	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	Blautia producta
Bacteroides_vulgatus_57955	2	0.047152480098	0.00312637610538	XCB_001	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides vulgatus
Bifidobacterium_pseudocatenulatum_57754	2	0.044384787472	0.00294286830102	XCB_001	Bacteria	Actinobacteria	Actinobacteridae	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium pseudocatenulatum
Peptoniphilus_sp_58372	2	0.0462683564675	0.00306775558348	XCB_001	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptoniphilaceae	Peptoniphilus	Peptoniphilus senegalensis
Anaerococcus_senegalensis_58365	2	0.0471319695146	0.00312501618121	XCB_001	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptoniphilaceae	Anaerococcus	Anaerococcus senegalensis
Clostridiaceae_bacterium_58376	2	0.0484777971689	0.00321424931192	XCB_001	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Dielma	Dielma fastidiosa
Bacteroides_caccae_53434	2	0.0486426480977	0.00322517951122	XCB_001	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides caccae
Peptoniphilus_sp_58646	1	0.0251534359594	0.00166776171663	XCB_001	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptoniphilaceae	Peptoniphilus	Peptoniphilus grossensis
Bacteroides_acidifaciens_59693	1	0.0214067278287	0.00141934172368	XCB_001	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides acidifaciens
Bacteroides_ovatus_58035	1	0.02359437751	0.00156439063047	XCB_001	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides ovatus
Parabacteroides_gordonii_58986	1	0.0252678390944	0.00167534704888	XCB_001	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Parabacteroides	Parabacteroides gordonii
Bacteroides_massiliensis_44749	1	0.0231054583996	0.00153197356521	XCB_001	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides massiliensis
Gordonibacter_pamelaeae_62044	1	0.0336630942567	0.00223198214174	XCB_001	Bacteria	Actinobacteria	Coriobacteridae	Coriobacterineae	Coriobacteriaceae	Gordonibacter	Gordonibacter pamelaeae
Anaerococcus_sp_62593	1	0.020287235111	0.00134511539931	XCB_001	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptoniphilaceae	Anaerococcus	Anaerococcus sp. 9402080
Escherichia_coli_58110	1	0.0251155314446	0.00166524851332	XCB_001	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia	Escherichia coli
Clostridium_hathewayi_55515	1	0.0245242299392	0.00162604313337	XCB_001	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnoclostridium	[Clostridium] hathewayi
Alistipes_onderdonkii_55464	251	5.99067813973	0.143913549158	XCB_029					Rikenellaceae		
Bacteroides_faecis_58503	241	5.69399573301	0.136786373048	XCB_029	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides faecis
Alistipes_finegoldii_56071	161	3.81482593037	0.0916432374193	XCB_029	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Alistipes sp. HGB5
Erysipelotrichaceae_bacterium_56596	124	2.81485736167	0.0676210779221	XCB_029	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae		Erysipelotrichaceae bacterium 21_3
Clostridiales_bacterium_56470	113	3.74403997145	0.0899427523754	XCB_029	Bacteria	Firmicutes	Clostridia	Clostridiales			Clostridiales bacterium VE202-03
Bacteroides_vulgatus_57955	112	2.68228209839	0.0644362336984	XCB_029	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides vulgatus
Bacteroides_massiliensis_44749	92	2.29952305246	0.0552412458378	XCB_029	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides massiliensis
Collinsella_intestinalis_61689	87	1.93758825191	0.0465465170446	XCB_029	Bacteria	Actinobacteria	Coriobacteridae	Coriobacterineae	Coriobacteriaceae	Collinsella	Collinsella intestinalis
Bacteroides_uniformis_57318	65	1.79292574373	0.0430713019695	XCB_029	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides uniformis
Bacteroides_stercoris_56735	56	1.35456410256	0.0325405777136	XCB_029	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides stercoris
Alistipes_shahii_62199	41	1.00284180613	0.0240911830344	XCB_029	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Alistipes shahii
Oscillospiraceae_bacterium_54867	39	1.02575060267	0.0246415190967	XCB_029	Bacteria	Firmicutes	Clostridia	Clostridiales	Oscillospiraceae	Oscillibacter	Oscillibacter sp. KLE 1728
Clostridium_bolteae_57158	38	0.858974358974	0.0206350676422	XCB_029	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnoclostridium	[Clostridium] bolteae
Clostridiales_bacterium_52743	35	0.83425245098	0.0200411753585	XCB_029	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Coprobacillus	Coprobacillus sp. 3_3_56FAA
Dorea_formicigenerans_56346	33	0.759050445104	0.018234603996	XCB_029	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Dorea	Dorea formicigenerans
Eggerthella_lenta_56463	32	0.733028658479	0.0176094848389	XCB_029	Bacteria	Actinobacteria	Coriobacteridae	Coriobacterineae	Coriobacteriaceae	Eggerthella	Eggerthella sp. HGA1
Blautia_producta_61268	25	0.584039754458	0.014030337126	XCB_029	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	Blautia producta
Bacteroides_ovatus_58035	18	0.434236947791	0.0104316370993	XCB_029	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides ovatus
Parabacteroides_distasonis_56985	17	0.409063260341	0.00982689175631	XCB_029	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	Porphyromonas sp. 31_2
Bacteroides_thetaiotaomicron_56941	15	0.36246550138	0.00870747777371	XCB_029	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides sp. 1_1_6
Bacteroides_rodentium_59708	15	0.402105504062	0.00965974617164	XCB_029	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides rodentium
Lachnospiraceae_bacterium_51870	13	0.312322042219	0.00750288573811	XCB_029	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae		Lachnospiraceae bacterium 8_1_57FAA
Clostridiaceae_bacterium_58376	11	0.251211944929	0.00603484309164	XCB_029	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Dielma	Dielma fastidiosa
Bacteroides_xylanisolvens_57185	10	0.240176866647	0.0057697483488	XCB_029	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides sp. D1
Clostridium_hathewayi_61827	9	0.222691807542	0.00534970626771	XCB_029	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnoclostridium	[Clostridium] hathewayi
Ruminococcus_torques_62045	7	0.167549538944	0.00402502826007	XCB_029	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	[Ruminococcus] torques
Anaerostipes_hadrus_55206	7	0.158155186065	0.00379934852341	XCB_029	Bacteria	Firmicutes	Clostridia	Clostridiales			butyrate-producing bacterium SSC/2
Bacteroides_caccae_53434	6	0.144817842366	0.00347894665515	XCB_029	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides caccae
Clostridiales_bacterium_59663	5	0.117756430121	0.00282885266069	XCB_029	Bacteria	Firmicutes	Clostridia	Clostridiales			Clostridiales bacterium VE202-14
Odoribacter_splanchnicus_62174	4	0.09696603165	0.00232940669438	XCB_029	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Odoribacter	Odoribacter splanchnicus
Subdoligranulum_sp_62068	3	0.0722138174483	0.00173478636723	XCB_029	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Subdoligranulum	Subdoligranulum sp. 4_3_54A2FAA
Holdemania_filiformis_61753	3	0.0674923195084	0.00162136222559	XCB_029	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Holdemania	Holdemania filiformis
Bifidobacterium_pseudocatenulatum_57754	2	0.0425055928412	0.00102110822551	XCB_029	Bacteria	Actinobacteria	Actinobacteridae	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium pseudocatenulatum
Lachnospiraceae_bacterium_62050	2	0.0481417292509	0.00115650464898	XCB_029	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae		Lachnospiraceae bacterium 1_4_56FAA
Erysipelotrichaceae_bacterium_55770	1	0.0229952830189	0.000552413719442	XCB_029	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae		Erysipelotrichaceae bacterium 5_2_54FAA
Eubacterium_hallii_61477	1	0.0212585034014	0.000510691211067	XCB_029	Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium	[Eubacterium] hallii
Bifidobacterium_longum_57796	1	0.0185381355932	0.000445340047617	XCB_029	Bacteria	Actinobacteria	Actinobacteridae	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium longum subsp. infantis
Clostridium_clostridioforme_51842	1	0.0189527159047	0.00045529947502	XCB_029	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnoclostridium	[Clostridium] clostridioforme
Anaerofustis_stercorihominis_61534	1	0.0193542205615	0.000464944787089	XCB_029	Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Anaerofustis	Anaerofustis stercorihominis
Clostridiales_bacterium_43336	1	0.0268125268125	0.000644115040985	XCB_029	Bacteria	Firmicutes	Clostridia	Clostridiales			Clostridiales bacterium VE202-16
Bacteroidales_bacterium_58650	1	0.0259201658891	0.000622677930756	XCB_029	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales			Bacteroidales bacterium ph8
Bacteroides_faecis_58503	356	8.52138575638	0.185417123328	XCB_036	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides faecis
Escherichia_coli_58110	270	6.44484629295	0.140233630315	XCB_036	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia	Escherichia coli
Alistipes_onderdonkii_55464	253	6.10694529809	0.132881231042	XCB_036					Rikenellaceae		
Bacteroides_vulgatus_57955	201	4.83343539498	0.105170885623	XCB_036	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides vulgatus
Bacteroides_caccae_53434	104	2.4896558684	0.05417250696	XCB_036	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides caccae
Bacteroides_massiliensis_44749	97	2.41897191309	0.0526344923654	XCB_036	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides massiliensis
Bacteroides_uniformis_57318	89	2.50796439447	0.0545708828032	XCB_036	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides uniformis
Clostridiales_bacterium_56470	75	2.51577444682	0.0547408219988	XCB_036	Bacteria	Firmicutes	Clostridia	Clostridiales			Clostridiales bacterium VE202-03
Peptoniphilus_lacrimalis_56996	54	1.47493647494	0.0320931930666	XCB_036	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptoniphilaceae	Peptoniphilus	Peptoniphilus sp. oral taxon 836
Dorea_formicigenerans_56346	38	0.890801186944	0.019382973411	XCB_036	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Dorea	Dorea formicigenerans
Clostridiales_bacterium_52743	36	0.866830065359	0.0188613849588	XCB_036	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Coprobacillus	Coprobacillus sp. 3_3_56FAA
Anaerococcus_obesiensis_58051	33	0.780043991202	0.016973003811	XCB_036	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptoniphilaceae	Anaerococcus	Anaerococcus obesiensis
Blautia_producta_61268	32	0.758745006333	0.0165095584728	XCB_036	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	Blautia producta
Collinsella_intestinalis_61689	31	0.688694342464	0.0149853236883	XCB_036	Bacteria	Actinobacteria	Coriobacteridae	Coriobacterineae	Coriobacteriaceae	Collinsella	Collinsella intestinalis
Clostridiaceae_bacterium_58376	21	0.479930191972	0.010442817417	XCB_036	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Dielma	Dielma fastidiosa
Escherichia_fergusonii_56914	18	0.400285306705	0.00870982164188	XCB_036	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia	Escherichia fergusonii
Enterococcus_faecium_56947	15	0.354278340282	0.00770875449024	XCB_036	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus faecium
Clostridium_citroniae_62210	14	0.311271676301	0.00677297102176	XCB_036	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnoclostridium	[Clostridium] citroniae
Bacteroides_rodentium_59708	13	0.343860853645	0.00748208004317	XCB_036	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides rodentium
Anaerostipes_hadrus_55206	10	0.233372921615	0.00507796936152	XCB_036	Bacteria	Firmicutes	Clostridia	Clostridiales			butyrate-producing bacterium SSC/2
Clostridium_hathewayi_61827	9	0.219657563936	0.00477953642596	XCB_036	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnoclostridium	[Clostridium] hathewayi
Parabacteroides_distasonis_56985	9	0.224756690998	0.00489048850562	XCB_036	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	Porphyromonas sp. 31_2
Oscillospiraceae_bacterium_54867	9	0.224085031777	0.00487587384974	XCB_036	Bacteria	Firmicutes	Clostridia	Clostridiales	Oscillospiraceae	Oscillibacter	Oscillibacter sp. KLE 1728
Bacteroides_stercoris_56735	8	0.198461538462	0.00431833138469	XCB_036	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides stercoris
Alistipes_finegoldii_56071	8	0.195378151261	0.00425123985741	XCB_036	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Alistipes sp. HGB5
Bacteroides_thetaiotaomicron_56941	7	0.167739957068	0.00364985944728	XCB_036	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides sp. 1_1_6
Eggerthella_lenta_56463	7	0.146815195658	0.00319455685004	XCB_036	Bacteria	Actinobacteria	Coriobacteridae	Coriobacterineae	Coriobacteriaceae	Eggerthella	Eggerthella sp. HGA1
Clostridium_scindens_58238	7	0.161166459112	0.00350682648102	XCB_036	Bacteria	Firmicutes	Clostridia	Clostridiales			Clostridiales bacterium VE202-26
Bacteroides_xylanisolvens_57185	6	0.14169430208	0.003083131152	XCB_036	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides sp. D1
Clostridium_hathewayi_55515	6	0.13694329998	0.00297975393526	XCB_036	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnoclostridium	[Clostridium] hathewayi
Finegoldia_magna_61710	5	0.126314724919	0.00274848640797	XCB_036	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptoniphilaceae	Finegoldia	Finegoldia magna
Bacteroides_ovatus_58035	5	0.124698795181	0.00271332533768	XCB_036	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides ovatus
Alistipes_shahii_62199	4	0.105252078729	0.00229018357109	XCB_036	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Alistipes shahii
Clostridiales_bacterium_59663	4	0.0998863753744	0.00217343104879	XCB_036	Bacteria	Firmicutes	Clostridia	Clostridiales			Clostridiales bacterium VE202-14
Citrobacter_freundii_56148	2	0.0446745278497	0.000972074575281	XCB_036	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Citrobacter	Citrobacter freundii
Clostridiales_bacterium_43336	2	0.0468682968683	0.00101980887018	XCB_036	Bacteria	Firmicutes	Clostridia	Clostridiales			Clostridiales bacterium VE202-16
Erysipelotrichaceae_bacterium_55770	1	0.0227987421384	0.000496078607829	XCB_036	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae		Erysipelotrichaceae bacterium 5_2_54FAA
Prevotella_buccalis_62098	1	0.0259443752594	0.000564524546205	XCB_036	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella buccalis
Peptoniphilus_harei_62491	1	0.0253766049944	0.000552170413642	XCB_036	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptoniphilaceae	Peptoniphilus	Peptoniphilus harei
Lachnospiraceae_bacterium_56833	1	0.0263379688158	0.000573088761823	XCB_036	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae		Lachnospiraceae bacterium VE202-12
Bifidobacterium_longum_57796	1	0.0210098870056	0.00045715484798	XCB_036	Bacteria	Actinobacteria	Actinobacteridae	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium longum subsp. infantis
Dorea_longicatena_59913	1	0.0244621279104	0.000532272275579	XCB_036	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Dorea	Dorea longicatena
Clostridium_perfringens_56840	1	0.0255699322243	0.00055637702743	XCB_036	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium perfringens
Bacteroides_faecis_58503	276	6.60489688103	0.153535419616	XCB_064	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides faecis
Negativicoccus_succinicivorans_57482	154	4.02524590164	0.0935696392691	XCB_064	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Negativicoccus	Negativicoccus succinicivorans
Enterococcus_faecium_56947	152	3.54675402025	0.0824467628464	XCB_064	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus faecium
Clostridiales_bacterium_52743	140	3.4074754902	0.0792091365911	XCB_064	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Coprobacillus	Coprobacillus sp. 3_3_56FAA
Citrobacter_freundii_56148	115	2.62074585371	0.0609210592693	XCB_064	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Citrobacter	Citrobacter freundii
Bacteroides_uniformis_57318	82	2.29152026236	0.0532679815261	XCB_064	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides uniformis
Alistipes_onderdonkii_55464	80	1.91804958	0.0445863958841	XCB_064					Rikenellaceae		
Bacteroides_vulgatus_57955	71	1.71147172892	0.0397843501261	XCB_064	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides vulgatus
Peptoniphilus_lacrimalis_56996	62	1.64414414414	0.0382192736129	XCB_064	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptoniphilaceae	Peptoniphilus	Peptoniphilus sp. oral taxon 836
Dorea_formicigenerans_56346	58	1.33679525223	0.0310747349563	XCB_064	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Dorea	Dorea formicigenerans
Clostridium_perfringens_56840	56	1.36301088519	0.0316841355693	XCB_064	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium perfringens
Bacteroides_massiliensis_44749	51	1.27249602544	0.0295800547298	XCB_064	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides massiliensis
Clostridiales_bacterium_43336	45	1.14725439725	0.0266687260168	XCB_064	Bacteria	Firmicutes	Clostridia	Clostridiales			Clostridiales bacterium VE202-16
Anaerococcus_obesiensis_58051	33	0.773445310938	0.0179792739393	XCB_064	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptoniphilaceae	Anaerococcus	Anaerococcus obesiensis
Blautia_producta_61268	32	0.749780765858	0.0174291751378	XCB_064	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	Blautia producta
Collinsella_intestinalis_61689	28	0.617339734538	0.0143504912939	XCB_064	Bacteria	Actinobacteria	Coriobacteridae	Coriobacterineae	Coriobacteriaceae	Collinsella	Collinsella intestinalis
Clostridiales_bacterium_56470	26	0.83426124197	0.0193929825344	XCB_064	Bacteria	Firmicutes	Clostridia	Clostridiales			Clostridiales bacterium VE202-03
Klebsiella_pneumoniae_54788	24	0.628029034059	0.0145989714923	XCB_064	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Klebsiella	Klebsiella pneumoniae
Clostridium_symbiosum_54029	23	0.534499514091	0.0124248127804	XCB_064	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnoclostridium	[Clostridium] symbiosum
Clostridiaceae_bacterium_58376	21	0.496121776226	0.0115326955842	XCB_064	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Dielma	Dielma fastidiosa
Bacteroides_xylanisolvens_57185	20	0.489900512511	0.0113880779842	XCB_064	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides sp. D1
Anaerostipes_hadrus_55206	20	0.46377672209	0.010780812315	XCB_064	Bacteria	Firmicutes	Clostridia	Clostridiales			butyrate-producing bacterium SSC/2
Bacteroides_caccae_53434	18	0.434049853668	0.0100897905929	XCB_064	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides caccae
Finegoldia_magna_61710	16	0.371763754045	0.0086419069069	XCB_064	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptoniphilaceae	Finegoldia	Finegoldia magna
Clostridium_hathewayi_61827	16	0.408430862592	0.00949425933544	XCB_064	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnoclostridium	[Clostridium] hathewayi
Citrobacter_braakii_56022	16	0.421063717746	0.00978791883566	XCB_064	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Citrobacter	Citrobacter freundii
Bacteroides_rodentium_59708	15	0.392378990731	0.00912112241504	XCB_064	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides rodentium
Erysipelotrichaceae_bacterium_56596	15	0.34730997511	0.00807346181568	XCB_064	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae		Erysipelotrichaceae bacterium 21_3
Parabacteroides_distasonis_56985	13	0.299067315491	0.00695202765531	XCB_064	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	Porphyromonas sp. 31_2
Bacteroides_stercoris_56735	13	0.313846153846	0.00729557202689	XCB_064	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides stercoris
Bacteroides_thetaiotaomicron_56941	7	0.177450679751	0.00412496441163	XCB_064	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides sp. 1_1_6
Clostridium_scindens_58238	7	0.16303445413	0.00378984922516	XCB_064	Bacteria	Firmicutes	Clostridia	Clostridiales			Clostridiales bacterium VE202-26
Clostridium_bolteae_57158	7	0.158955080008	0.00369502133776	XCB_064	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnoclostridium	[Clostridium] bolteae
Clostridium_citroniae_62210	6	0.133718689788	0.00310838390318	XCB_064	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnoclostridium	[Clostridium] citroniae
Oscillospiraceae_bacterium_54867	5	0.131821170283	0.00306427474315	XCB_064	Bacteria	Firmicutes	Clostridia	Clostridiales	Oscillospiraceae	Oscillibacter	Oscillibacter sp. KLE 1728
Gordonibacter_pamelaeae_62044	4	0.127919758175	0.00297358370652	XCB_064	Bacteria	Actinobacteria	Coriobacteridae	Coriobacterineae	Coriobacteriaceae	Gordonibacter	Gordonibacter pamelaeae
Anaerococcus_prevotii_61724	3	0.0684743905779	0.00159173481127	XCB_064	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptoniphilaceae	Anaerococcus	Anaerococcus prevotii
Bifidobacterium_longum_57796	3	0.0629413841808	0.00146311623111	XCB_064	Bacteria	Actinobacteria	Actinobacteridae	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium longum subsp. infantis
Porphyromonas_bennonis_58999	3	0.0685990338164	0.00159463223	XCB_064	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	Porphyromonas bennonis
Holdemania_filiformis_61753	3	0.0635560675883	0.00147740497423	XCB_064	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Holdemania	Holdemania filiformis
Eggerthella_lenta_56463	2	0.046843758926	0.00108891574125	XCB_064	Bacteria	Actinobacteria	Coriobacteridae	Coriobacterineae	Coriobacteriaceae	Eggerthella	Eggerthella sp. HGA1
Peptoniphilus_harei_62491	2	0.0445859872611	0.00103643226934	XCB_064	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptoniphilaceae	Peptoniphilus	Peptoniphilus harei
Peptostreptococcaceae_bacterium_58651	2	0.0419047619048	0.000974105321985	XCB_064	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptoniphilaceae	Peptoniphilus	Peptoniphilus obesi
